trip_id,start_time,end_time,headway_secs
"2980","22:00:00","29:00:00","1200"
"2981","22:00:00","29:00:00","1200"
"2982","05:00:00","06:00:00","1800"
"2982","06:01:00","22:00:00","1440"
"2982","22:00:00","23:00:00","1800"
"2983","05:00:00","06:00:00","1800"
"2983","06:01:00","22:00:00","1440"
"2983","22:00:00","23:00:00","1800"
"2984","05:00:00","06:00:00","1800"
"2984","06:01:00","22:00:00","1440"
"2984","22:00:00","23:00:00","1800"
"2985","05:00:00","06:00:00","1800"
"2985","06:01:00","22:00:00","1440"
"2985","22:00:00","23:00:00","1800"
"2986","05:00:00","06:00:00","1800"
"2986","06:01:00","22:00:00","1440"
"2986","22:00:00","23:00:00","1800"
"2987","05:00:00","06:00:00","1800"
"2987","06:01:00","22:00:00","1440"
"2987","22:00:00","23:00:00","1800"
"2988","05:00:00","06:00:00","1800"
"2988","06:01:00","22:00:00","1440"
"2988","22:00:00","23:00:00","1800"
"2989","05:00:00","06:00:00","1800"
"2989","06:01:00","22:00:00","1440"
"2989","22:00:00","23:00:00","1800"
"2990","05:00:00","06:00:00","1800"
"2990","06:01:00","22:00:00","1440"
"2990","22:00:00","23:00:00","1800"
"2991","05:00:00","06:00:00","1800"
"2991","06:01:00","22:00:00","1440"
"2991","22:00:00","23:00:00","1800"
"2992","05:00:00","06:00:00","1800"
"2992","06:01:00","22:00:00","1440"
"2992","22:00:00","23:00:00","1800"
"2993","05:00:00","06:00:00","1800"
"2993","06:01:00","22:00:00","1440"
"2993","22:00:00","23:00:00","1800"
"2994","05:00:00","06:00:00","1800"
"2994","06:01:00","22:00:00","1440"
"2994","22:00:00","23:00:00","1800"
"2995","05:00:00","06:00:00","1800"
"2995","06:01:00","22:00:00","1440"
"2995","22:00:00","23:00:00","1800"
"2996","05:00:00","06:00:00","1800"
"2996","06:01:00","22:00:00","1440"
"2996","22:00:00","23:00:00","1800"
"2997","05:00:00","06:00:00","1800"
"2997","06:01:00","22:00:00","1440"
"2997","22:00:00","23:00:00","1800"
"2998","05:00:00","06:00:00","1800"
"2998","06:01:00","22:00:00","1440"
"2998","22:00:00","23:00:00","1800"
"2999","05:00:00","06:00:00","1800"
"2999","06:01:00","22:00:00","1440"
"2999","22:00:00","23:00:00","1800"
"3000","05:00:00","06:00:00","1800"
"3000","06:01:00","22:00:00","1440"
"3000","22:00:00","23:00:00","1800"
"3001","05:00:00","06:00:00","1800"
"3001","06:01:00","22:00:00","1440"
"3001","22:00:00","23:00:00","1800"
"3002","05:00:00","06:00:00","1800"
"3002","06:01:00","22:00:00","1440"
"3002","22:00:00","23:00:00","1800"
"3003","05:00:00","06:00:00","1800"
"3003","06:01:00","22:00:00","1440"
"3003","22:00:00","23:00:00","1800"
"3004","05:00:00","06:00:00","1800"
"3004","06:01:00","22:00:00","1440"
"3004","22:00:00","23:00:00","1800"
"3005","05:00:00","06:00:00","1800"
"3005","06:01:00","22:00:00","1440"
"3005","22:00:00","23:00:00","1800"
"3006","05:00:00","06:00:00","1800"
"3006","06:01:00","22:00:00","1440"
"3006","22:00:00","23:00:00","1800"
"3007","05:00:00","06:00:00","1800"
"3007","06:01:00","22:00:00","1440"
"3007","22:00:00","23:00:00","1800"
"3008","05:00:00","06:00:00","1800"
"3008","06:01:00","22:00:00","1440"
"3008","22:00:00","23:00:00","1800"
"3009","05:00:00","06:00:00","1800"
"3009","06:01:00","22:00:00","1440"
"3009","22:00:00","23:00:00","1800"
"3010","05:00:00","06:00:00","1800"
"3010","06:01:00","22:00:00","1440"
"3010","22:00:00","23:00:00","1800"
"3011","05:00:00","06:00:00","1800"
"3011","06:01:00","22:00:00","1440"
"3011","22:00:00","23:00:00","1800"
"3012","05:00:00","06:00:00","1800"
"3012","06:01:00","22:00:00","1440"
"3012","22:00:00","23:00:00","1800"
"3013","05:00:00","06:00:00","1800"
"3013","06:01:00","22:00:00","1440"
"3013","22:00:00","23:00:00","1800"
"3014","22:00:00","29:00:00","1200"
"3015","22:00:00","29:00:00","1200"
"3016","05:00:00","06:00:00","1800"
"3016","06:01:00","22:00:00","1440"
"3016","22:00:00","23:00:00","1800"
"3017","05:00:00","06:00:00","1800"
"3017","06:01:00","22:00:00","1440"
"3017","22:00:00","23:00:00","1800"
"3018","05:00:00","06:00:00","1800"
"3018","06:01:00","22:00:00","1440"
"3018","22:00:00","23:00:00","1800"
"3019","05:00:00","06:00:00","1800"
"3019","06:01:00","22:00:00","1440"
"3019","22:00:00","23:00:00","1800"
"3020","22:00:00","29:00:00","1200"
"3021","22:00:00","29:00:00","1200"
"3022","05:00:00","06:00:00","1800"
"3022","06:01:00","22:00:00","1440"
"3022","22:00:00","23:00:00","1800"
"3023","05:00:00","06:00:00","1800"
"3023","06:01:00","22:00:00","1440"
"3023","22:00:00","23:00:00","1800"
"3024","05:00:00","06:00:00","1800"
"3024","06:01:00","22:00:00","1440"
"3024","22:00:00","23:00:00","1800"
"3025","05:00:00","06:00:00","1800"
"3025","06:01:00","22:00:00","1440"
"3025","22:00:00","23:00:00","1800"
"3026","05:00:00","06:00:00","1800"
"3026","06:01:00","22:00:00","1440"
"3026","22:00:00","23:00:00","1800"
"3027","05:00:00","06:00:00","1800"
"3027","06:01:00","22:00:00","1440"
"3027","22:00:00","23:00:00","1800"
"3028","22:00:00","29:00:00","1200"
"3029","22:00:00","29:00:00","1200"
"3030","05:00:00","06:00:00","1800"
"3030","06:01:00","22:00:00","1440"
"3030","22:00:00","23:00:00","1800"
"3031","05:00:00","06:00:00","1800"
"3031","06:01:00","22:00:00","1440"
"3031","22:00:00","23:00:00","1800"
"3032","05:00:00","06:00:00","1800"
"3032","06:01:00","22:00:00","1440"
"3032","22:00:00","23:00:00","1800"
"3033","05:00:00","06:00:00","1800"
"3033","06:01:00","22:00:00","1440"
"3033","22:00:00","23:00:00","1800"
"3034","05:00:00","06:00:00","1800"
"3034","06:01:00","22:00:00","1440"
"3034","22:00:00","23:00:00","1800"
"3035","05:00:00","06:00:00","1800"
"3035","06:01:00","22:00:00","1440"
"3035","22:00:00","23:00:00","1800"
"3036","05:00:00","06:00:00","1800"
"3036","06:01:00","22:00:00","1440"
"3036","22:00:00","23:00:00","1800"
"3037","05:00:00","06:00:00","1800"
"3037","06:01:00","22:00:00","1440"
"3037","22:00:00","23:00:00","1800"
"3038","05:00:00","06:00:00","1800"
"3038","06:01:00","22:00:00","1440"
"3038","22:00:00","23:00:00","1800"
"3039","05:00:00","06:00:00","1800"
"3039","06:01:00","22:00:00","1440"
"3039","22:00:00","23:00:00","1800"
"3040","05:00:00","06:00:00","1800"
"3040","06:01:00","22:00:00","1440"
"3040","22:00:00","23:00:00","1800"
"3041","05:00:00","06:00:00","1800"
"3041","06:01:00","22:00:00","1440"
"3041","22:00:00","23:00:00","1800"
"3042","05:00:00","06:00:00","1800"
"3042","06:01:00","22:00:00","1440"
"3042","22:00:00","23:00:00","1800"
"3043","05:00:00","06:00:00","1800"
"3043","06:01:00","22:00:00","1440"
"3043","22:00:00","23:00:00","1800"
"3044","05:00:00","06:00:00","1800"
"3044","06:01:00","22:00:00","1440"
"3044","22:00:00","23:00:00","1800"
"3045","05:00:00","06:00:00","1800"
"3045","06:01:00","22:00:00","1440"
"3045","22:00:00","23:00:00","1800"
"3046","05:00:00","06:00:00","1800"
"3046","06:01:00","22:00:00","1440"
"3046","22:00:00","23:00:00","1800"
"3047","05:00:00","06:00:00","1800"
"3047","06:01:00","22:00:00","1440"
"3047","22:00:00","23:00:00","1800"
"3048","22:00:00","29:00:00","1200"
"3049","22:00:00","29:00:00","1200"
"3050","05:00:00","06:00:00","1800"
"3050","06:01:00","22:00:00","1440"
"3050","22:00:00","23:00:00","1800"
"3051","05:00:00","06:00:00","1800"
"3051","06:01:00","22:00:00","1440"
"3051","22:00:00","23:00:00","1800"
"3052","05:00:00","06:00:00","1800"
"3052","06:01:00","22:00:00","1440"
"3052","22:00:00","23:00:00","1800"
"3053","05:00:00","06:00:00","1800"
"3053","06:01:00","22:00:00","1440"
"3053","22:00:00","23:00:00","1800"
"3054","05:00:00","06:00:00","1800"
"3054","06:01:00","22:00:00","1440"
"3054","22:00:00","23:00:00","1800"
"3055","05:00:00","06:00:00","1800"
"3055","06:01:00","22:00:00","1440"
"3055","22:00:00","23:00:00","1800"
"3056","22:00:00","29:00:00","1200"
"3057","22:00:00","29:00:00","1200"
"3058","05:00:00","06:00:00","1800"
"3058","06:01:00","22:00:00","1440"
"3058","22:00:00","23:00:00","1800"
"3059","05:00:00","06:00:00","1800"
"3059","06:01:00","22:00:00","1440"
"3059","22:00:00","23:00:00","1800"
"3060","05:00:00","06:00:00","1800"
"3060","06:01:00","22:00:00","1440"
"3060","22:00:00","23:00:00","1800"
"3061","05:00:00","06:00:00","1800"
"3061","06:01:00","22:00:00","1440"
"3061","22:00:00","23:00:00","1800"
"3062","05:00:00","06:00:00","1800"
"3062","06:01:00","22:00:00","1440"
"3062","22:00:00","23:00:00","1800"
"3063","05:00:00","06:00:00","1800"
"3063","06:01:00","22:00:00","1440"
"3063","22:00:00","23:00:00","1800"
"3064","05:00:00","06:00:00","1800"
"3064","06:01:00","22:00:00","1440"
"3064","22:00:00","23:00:00","1800"
"3065","05:00:00","06:00:00","1800"
"3065","06:01:00","22:00:00","1440"
"3065","22:00:00","23:00:00","1800"
"3066","05:00:00","06:00:00","1800"
"3066","06:01:00","22:00:00","1440"
"3066","22:00:00","23:00:00","1800"
"3067","05:00:00","06:00:00","1800"
"3067","06:01:00","22:00:00","1440"
"3067","22:00:00","23:00:00","1800"
"3068","22:00:00","29:00:00","1200"
"3069","22:00:00","29:00:00","1200"
"3070","05:00:00","06:00:00","1800"
"3070","06:01:00","22:00:00","1440"
"3070","22:00:00","23:00:00","1800"
"3071","05:00:00","06:00:00","1800"
"3071","06:01:00","22:00:00","1440"
"3071","22:00:00","23:00:00","1800"
"3072","05:00:00","06:00:00","1800"
"3072","06:01:00","22:00:00","1440"
"3072","22:00:00","23:00:00","1800"
"3073","05:00:00","06:00:00","1800"
"3073","06:01:00","22:00:00","1440"
"3073","22:00:00","23:00:00","1800"
"3074","05:00:00","06:00:00","1800"
"3074","06:01:00","22:00:00","1440"
"3074","22:00:00","23:00:00","1800"
"3075","05:00:00","06:00:00","1800"
"3075","06:01:00","22:00:00","1440"
"3075","22:00:00","23:00:00","1800"
"3076","05:00:00","06:00:00","1800"
"3076","06:01:00","22:00:00","1440"
"3076","22:00:00","23:00:00","1800"
"3077","05:00:00","06:00:00","1800"
"3077","06:01:00","22:00:00","1440"
"3077","22:00:00","23:00:00","1800"
"3078","05:00:00","06:00:00","1800"
"3078","06:01:00","22:00:00","1440"
"3078","22:00:00","23:00:00","1800"
"3079","05:00:00","06:00:00","1800"
"3079","06:01:00","22:00:00","1440"
"3079","22:00:00","23:00:00","1800"
"3080","05:00:00","06:00:00","1800"
"3080","06:01:00","22:00:00","1440"
"3080","22:00:00","23:00:00","1800"
"3081","05:00:00","06:00:00","1800"
"3081","06:01:00","22:00:00","1440"
"3081","22:00:00","23:00:00","1800"
"3082","05:00:00","06:00:00","1800"
"3082","06:01:00","22:00:00","1440"
"3082","22:00:00","23:00:00","1800"
"3083","05:00:00","06:00:00","1800"
"3083","06:01:00","22:00:00","1440"
"3083","22:00:00","23:00:00","1800"
"3084","05:00:00","06:00:00","1800"
"3084","06:01:00","22:00:00","1440"
"3084","22:00:00","23:00:00","1800"
"3085","05:00:00","06:00:00","1800"
"3085","06:01:00","22:00:00","1440"
"3085","22:00:00","23:00:00","1800"
"3086","05:00:00","06:00:00","1800"
"3086","06:01:00","22:00:00","1440"
"3086","22:00:00","23:00:00","1800"
"3087","05:00:00","06:00:00","1800"
"3087","06:01:00","22:00:00","1440"
"3087","22:00:00","23:00:00","1800"
"3088","05:00:00","06:00:00","1800"
"3088","06:01:00","22:00:00","1440"
"3088","22:00:00","23:00:00","1800"
"3089","05:00:00","06:00:00","1800"
"3089","06:01:00","22:00:00","1440"
"3089","22:00:00","23:00:00","1800"
"3090","22:00:00","29:00:00","1200"
"3091","22:00:00","29:00:00","1200"
"3092","05:00:00","06:00:00","1800"
"3092","06:01:00","22:00:00","1440"
"3092","22:00:00","23:00:00","1800"
"3093","05:00:00","06:00:00","1800"
"3093","06:01:00","22:00:00","1440"
"3093","22:00:00","23:00:00","1800"
"3094","05:00:00","06:00:00","1800"
"3094","06:01:00","22:00:00","1440"
"3094","22:00:00","23:00:00","1800"
"3095","05:00:00","06:00:00","1800"
"3095","06:01:00","22:00:00","1440"
"3095","22:00:00","23:00:00","1800"
"3096","05:00:00","06:00:00","1800"
"3096","06:01:00","22:00:00","1440"
"3096","22:00:00","23:00:00","1800"
"3097","05:00:00","06:00:00","1800"
"3097","06:01:00","22:00:00","1440"
"3097","22:00:00","23:00:00","1800"
"3098","05:00:00","06:00:00","1800"
"3098","06:01:00","22:00:00","1440"
"3098","22:00:00","23:00:00","1800"
"3099","05:00:00","06:00:00","1800"
"3099","06:01:00","22:00:00","1440"
"3099","22:00:00","23:00:00","1800"
"3100","05:00:00","06:00:00","1800"
"3100","06:01:00","22:00:00","1440"
"3100","22:00:00","23:00:00","1800"
"3101","05:00:00","06:00:00","1800"
"3101","06:01:00","22:00:00","1440"
"3101","22:00:00","23:00:00","1800"
"3102","05:00:00","06:00:00","1800"
"3102","06:01:00","22:00:00","1440"
"3102","22:00:00","23:00:00","1800"
"3103","05:00:00","06:00:00","1800"
"3103","06:01:00","22:00:00","1440"
"3103","22:00:00","23:00:00","1800"
"3104","05:00:00","06:00:00","1800"
"3104","06:01:00","22:00:00","1440"
"3104","22:00:00","23:00:00","1800"
"3105","05:00:00","06:00:00","1800"
"3105","06:01:00","22:00:00","1440"
"3105","22:00:00","23:00:00","1800"
"3106","05:00:00","06:00:00","1800"
"3106","06:01:00","22:00:00","1440"
"3106","22:00:00","23:00:00","1800"
"3107","05:00:00","06:00:00","1800"
"3107","06:01:00","22:00:00","1440"
"3107","22:00:00","23:00:00","1800"
"3108","05:00:00","06:00:00","1800"
"3108","06:01:00","22:00:00","1440"
"3108","22:00:00","23:00:00","1800"
"3109","05:00:00","06:00:00","1800"
"3109","06:01:00","22:00:00","1440"
"3109","22:00:00","23:00:00","1800"
"3110","05:00:00","06:00:00","1800"
"3110","06:01:00","22:00:00","1440"
"3110","22:00:00","23:00:00","1800"
"3111","05:00:00","06:00:00","1800"
"3111","06:01:00","22:00:00","1440"
"3111","22:00:00","23:00:00","1800"
"3112","05:00:00","06:00:00","1800"
"3112","06:01:00","22:00:00","1440"
"3112","22:00:00","23:00:00","1800"
"3113","05:00:00","06:00:00","1800"
"3113","06:01:00","22:00:00","1440"
"3113","22:00:00","23:00:00","1800"
"3114","05:00:00","06:00:00","1800"
"3114","06:01:00","22:00:00","1440"
"3114","22:00:00","23:00:00","1800"
"3115","05:00:00","06:00:00","1800"
"3115","06:01:00","22:00:00","1440"
"3115","22:00:00","23:00:00","1800"
"3116","05:00:00","06:00:00","1800"
"3116","06:01:00","22:00:00","1440"
"3116","22:00:00","23:00:00","1800"
"3117","05:00:00","06:00:00","1800"
"3117","06:01:00","22:00:00","1440"
"3117","22:00:00","23:00:00","1800"
"3118","05:00:00","06:00:00","1800"
"3118","06:01:00","22:00:00","1440"
"3118","22:00:00","23:00:00","1800"
"3119","05:00:00","06:00:00","1800"
"3119","06:01:00","22:00:00","1440"
"3119","22:00:00","23:00:00","1800"
"3120","05:00:00","06:00:00","1800"
"3120","06:01:00","22:00:00","1440"
"3120","22:00:00","23:00:00","1800"
"3121","05:00:00","06:00:00","1800"
"3121","06:01:00","22:00:00","1440"
"3121","22:00:00","23:00:00","1800"
"3122","05:00:00","06:00:00","1800"
"3122","06:01:00","22:00:00","1440"
"3122","22:00:00","23:00:00","1800"
"3123","05:00:00","06:00:00","1800"
"3123","06:01:00","22:00:00","1440"
"3123","22:00:00","23:00:00","1800"
"3124","05:00:00","06:00:00","1800"
"3124","06:01:00","22:00:00","1440"
"3124","22:00:00","23:00:00","1800"
"3125","05:00:00","06:00:00","1800"
"3125","06:01:00","22:00:00","1440"
"3125","22:00:00","23:00:00","1800"
"3126","05:00:00","06:00:00","1800"
"3126","06:01:00","22:00:00","1440"
"3126","22:00:00","23:00:00","1800"
"3127","05:00:00","06:00:00","1800"
"3127","06:01:00","22:00:00","1440"
"3127","22:00:00","23:00:00","1800"
"3128","05:00:00","06:00:00","1800"
"3128","06:01:00","22:00:00","1440"
"3128","22:00:00","23:00:00","1800"
"3129","05:00:00","06:00:00","1800"
"3129","06:01:00","22:00:00","1440"
"3129","22:00:00","23:00:00","1800"
"3130","05:00:00","06:00:00","1800"
"3130","06:01:00","22:00:00","1440"
"3130","22:00:00","23:00:00","1800"
"3131","05:00:00","06:00:00","1800"
"3131","06:01:00","22:00:00","1440"
"3131","22:00:00","23:00:00","1800"
"3132","05:00:00","06:00:00","1800"
"3132","06:01:00","22:00:00","1440"
"3132","22:00:00","23:00:00","1800"
"3133","05:00:00","06:00:00","1800"
"3133","06:01:00","22:00:00","1440"
"3133","22:00:00","23:00:00","1800"
"3134","05:00:00","06:00:00","1800"
"3134","06:01:00","22:00:00","1440"
"3134","22:00:00","23:00:00","1800"
"3135","05:00:00","06:00:00","1800"
"3135","06:01:00","22:00:00","1440"
"3135","22:00:00","23:00:00","1800"
"3136","05:00:00","06:00:00","1800"
"3136","06:01:00","22:00:00","1440"
"3136","22:00:00","23:00:00","1800"
"3137","05:00:00","06:00:00","1800"
"3137","06:01:00","22:00:00","1440"
"3137","22:00:00","23:00:00","1800"
"3138","05:00:00","06:00:00","1800"
"3138","06:01:00","22:00:00","1440"
"3138","22:00:00","23:00:00","1800"
"3139","05:00:00","06:00:00","1800"
"3139","06:01:00","22:00:00","1440"
"3139","22:00:00","23:00:00","1800"
"3140","05:00:00","06:00:00","1800"
"3140","06:01:00","22:00:00","1440"
"3140","22:00:00","23:00:00","1800"
"3141","05:00:00","06:00:00","1800"
"3141","06:01:00","22:00:00","1440"
"3141","22:00:00","23:00:00","1800"
"3142","05:00:00","06:00:00","1800"
"3142","06:01:00","22:00:00","1440"
"3142","22:00:00","23:00:00","1800"
"3143","05:00:00","06:00:00","1800"
"3143","06:01:00","22:00:00","1440"
"3143","22:00:00","23:00:00","1800"
"3144","05:00:00","06:00:00","1800"
"3144","06:01:00","22:00:00","1440"
"3144","22:00:00","23:00:00","1800"
"3145","05:00:00","06:00:00","1800"
"3145","06:01:00","22:00:00","1440"
"3145","22:00:00","23:00:00","1800"
"3146","05:00:00","06:00:00","1800"
"3146","06:01:00","22:00:00","1440"
"3146","22:00:00","23:00:00","1800"
"3147","05:00:00","06:00:00","1800"
"3147","06:01:00","22:00:00","1440"
"3147","22:00:00","23:00:00","1800"
"3148","05:00:00","06:00:00","1800"
"3148","06:01:00","22:00:00","1440"
"3148","22:00:00","23:00:00","1800"
"3149","05:00:00","06:00:00","1800"
"3149","06:01:00","22:00:00","1440"
"3149","22:00:00","23:00:00","1800"
"3150","05:00:00","06:00:00","1800"
"3150","06:01:00","22:00:00","1440"
"3150","22:00:00","23:00:00","1800"
"3151","05:00:00","06:00:00","1800"
"3151","06:01:00","22:00:00","1440"
"3151","22:00:00","23:00:00","1800"
"3152","05:00:00","06:00:00","1800"
"3152","06:01:00","22:00:00","1440"
"3152","22:00:00","23:00:00","1800"
"3153","05:00:00","06:00:00","1800"
"3153","06:01:00","22:00:00","1440"
"3153","22:00:00","23:00:00","1800"
"3154","05:00:00","06:00:00","1800"
"3154","06:01:00","22:00:00","1440"
"3154","22:00:00","23:00:00","1800"
"3155","05:00:00","06:00:00","1800"
"3155","06:01:00","22:00:00","1440"
"3155","22:00:00","23:00:00","1800"
"3156","05:00:00","06:00:00","1800"
"3156","06:01:00","22:00:00","1440"
"3156","22:00:00","23:00:00","1800"
"3157","05:00:00","06:00:00","1800"
"3157","06:01:00","22:00:00","1440"
"3157","22:00:00","23:00:00","1800"
"3158","05:00:00","06:00:00","1800"
"3158","06:01:00","22:00:00","1440"
"3158","22:00:00","23:00:00","1800"
"3159","05:00:00","06:00:00","1800"
"3159","06:01:00","22:00:00","1440"
"3159","22:00:00","23:00:00","1800"
"3160","05:00:00","06:00:00","1800"
"3160","06:01:00","22:00:00","1440"
"3160","22:00:00","23:00:00","1800"
"3161","05:00:00","06:00:00","1800"
"3161","06:01:00","22:00:00","1440"
"3161","22:00:00","23:00:00","1800"
"3162","05:00:00","06:00:00","1800"
"3162","06:01:00","22:00:00","1440"
"3162","22:00:00","23:00:00","1800"
"3163","05:00:00","06:00:00","1800"
"3163","06:01:00","22:00:00","1440"
"3163","22:00:00","23:00:00","1800"
"3164","05:00:00","06:00:00","1800"
"3164","06:01:00","22:00:00","1440"
"3164","22:00:00","23:00:00","1800"
"3165","05:00:00","06:00:00","1800"
"3165","06:01:00","22:00:00","1440"
"3165","22:00:00","23:00:00","1800"
"3166","05:00:00","06:00:00","1800"
"3166","06:01:00","22:00:00","1440"
"3166","22:00:00","23:00:00","1800"
"3167","05:00:00","06:00:00","1800"
"3167","06:01:00","22:00:00","1440"
"3167","22:00:00","23:00:00","1800"
"3168","05:00:00","06:00:00","1800"
"3168","06:01:00","22:00:00","1440"
"3168","22:00:00","23:00:00","1800"
"3169","05:00:00","06:00:00","1800"
"3169","06:01:00","22:00:00","1440"
"3169","22:00:00","23:00:00","1800"
"3170","05:00:00","06:00:00","1800"
"3170","06:01:00","22:00:00","1440"
"3170","22:00:00","23:00:00","1800"
"3171","05:00:00","06:00:00","1800"
"3171","06:01:00","22:00:00","1440"
"3171","22:00:00","23:00:00","1800"
"3172","05:00:00","06:00:00","1800"
"3172","06:01:00","22:00:00","1440"
"3172","22:00:00","23:00:00","1800"
"3173","05:00:00","06:00:00","1800"
"3173","06:01:00","22:00:00","1440"
"3173","22:00:00","23:00:00","1800"
"3174","05:00:00","06:00:00","1800"
"3174","06:01:00","22:00:00","1440"
"3174","22:00:00","23:00:00","1800"
"3175","05:00:00","06:00:00","1800"
"3175","06:01:00","22:00:00","1440"
"3175","22:00:00","23:00:00","1800"
"3176","05:00:00","06:00:00","1800"
"3176","06:01:00","22:00:00","1440"
"3176","22:00:00","23:00:00","1800"
"3177","05:00:00","06:00:00","1800"
"3177","06:01:00","22:00:00","1440"
"3177","22:00:00","23:00:00","1800"
"3178","05:00:00","06:00:00","1800"
"3178","06:01:00","22:00:00","1440"
"3178","22:00:00","23:00:00","1800"
"3179","05:00:00","06:00:00","1800"
"3179","06:01:00","22:00:00","1440"
"3179","22:00:00","23:00:00","1800"
"3180","05:00:00","06:00:00","1800"
"3180","06:01:00","22:00:00","1440"
"3180","22:00:00","23:00:00","1800"
"3181","05:00:00","06:00:00","1800"
"3181","06:01:00","22:00:00","1440"
"3181","22:00:00","23:00:00","1800"
"3182","05:00:00","06:00:00","1800"
"3182","06:01:00","22:00:00","1440"
"3182","22:00:00","23:00:00","1800"
"3183","05:00:00","06:00:00","1800"
"3183","06:01:00","22:00:00","1440"
"3183","22:00:00","23:00:00","1800"
"3184","22:00:00","29:00:00","1200"
"3185","22:00:00","29:00:00","1200"
"3186","05:00:00","06:00:00","1800"
"3186","06:01:00","22:00:00","1440"
"3186","22:00:00","23:00:00","1800"
"3187","05:00:00","06:00:00","1800"
"3187","06:01:00","22:00:00","1440"
"3187","22:00:00","23:00:00","1800"
"3188","05:00:00","06:00:00","1800"
"3188","06:01:00","22:00:00","1440"
"3188","22:00:00","23:00:00","1800"
"3189","05:00:00","06:00:00","1800"
"3189","06:01:00","22:00:00","1440"
"3189","22:00:00","23:00:00","1800"
"3190","05:00:00","06:00:00","1800"
"3190","06:01:00","22:00:00","1440"
"3190","22:00:00","23:00:00","1800"
"3191","05:00:00","06:00:00","1800"
"3191","06:01:00","22:00:00","1440"
"3191","22:00:00","23:00:00","1800"
"3192","05:00:00","06:00:00","1800"
"3192","06:01:00","22:00:00","1440"
"3192","22:00:00","23:00:00","1800"
"3193","05:00:00","06:00:00","1800"
"3193","06:01:00","22:00:00","1440"
"3193","22:00:00","23:00:00","1800"
"3194","05:00:00","06:00:00","1800"
"3194","06:01:00","22:00:00","1440"
"3194","22:00:00","23:00:00","1800"
"3195","05:00:00","06:00:00","1800"
"3195","06:01:00","22:00:00","1440"
"3195","22:00:00","23:00:00","1800"
"3196","05:00:00","06:00:00","1800"
"3196","06:01:00","22:00:00","1440"
"3196","22:00:00","23:00:00","1800"
"3197","05:00:00","06:00:00","1800"
"3197","06:01:00","22:00:00","1440"
"3197","22:00:00","23:00:00","1800"
"3198","05:00:00","06:00:00","1800"
"3198","06:01:00","22:00:00","1440"
"3198","22:00:00","23:00:00","1800"
"3199","05:00:00","06:00:00","1800"
"3199","06:01:00","22:00:00","1440"
"3199","22:00:00","23:00:00","1800"
"3200","05:00:00","06:00:00","1800"
"3200","06:01:00","22:00:00","1440"
"3200","22:00:00","23:00:00","1800"
"3201","05:00:00","06:00:00","1800"
"3201","06:01:00","22:00:00","1440"
"3201","22:00:00","23:00:00","1800"
"3202","05:00:00","06:00:00","1800"
"3202","06:01:00","22:00:00","1440"
"3202","22:00:00","23:00:00","1800"
"3203","05:00:00","06:00:00","1800"
"3203","06:01:00","22:00:00","1440"
"3203","22:00:00","23:00:00","1800"
"3204","05:00:00","06:00:00","1800"
"3204","06:01:00","22:00:00","1440"
"3204","22:00:00","23:00:00","1800"
"3205","05:00:00","06:00:00","1800"
"3205","06:01:00","22:00:00","1440"
"3205","22:00:00","23:00:00","1800"
"3206","05:00:00","06:00:00","1800"
"3206","06:01:00","22:00:00","1440"
"3206","22:00:00","23:00:00","1800"
"3207","05:00:00","06:00:00","1800"
"3207","06:01:00","22:00:00","1440"
"3207","22:00:00","23:00:00","1800"
"3208","05:00:00","06:00:00","1800"
"3208","06:01:00","22:00:00","1440"
"3208","22:00:00","23:00:00","1800"
"3209","05:00:00","06:00:00","1800"
"3209","06:01:00","22:00:00","1440"
"3209","22:00:00","23:00:00","1800"
"3210","05:00:00","06:00:00","1800"
"3210","06:01:00","22:00:00","1440"
"3210","22:00:00","23:00:00","1800"
"3211","05:00:00","06:00:00","1800"
"3211","06:01:00","22:00:00","1440"
"3211","22:00:00","23:00:00","1800"
"3212","05:00:00","06:00:00","1800"
"3212","06:01:00","22:00:00","1440"
"3212","22:00:00","23:00:00","1800"
"3213","05:00:00","06:00:00","1800"
"3213","06:01:00","22:00:00","1440"
"3213","22:00:00","23:00:00","1800"
"3214","22:00:00","29:00:00","1200"
"3215","22:00:00","29:00:00","1200"
"3216","05:00:00","06:00:00","1800"
"3216","06:01:00","22:00:00","1440"
"3216","22:00:00","23:00:00","1800"
"3217","05:00:00","06:00:00","1800"
"3217","06:01:00","22:00:00","1440"
"3217","22:00:00","23:00:00","1800"
"3218","05:00:00","06:00:00","1800"
"3218","06:01:00","22:00:00","1440"
"3218","22:00:00","23:00:00","1800"
"3219","05:00:00","06:00:00","1800"
"3219","06:01:00","22:00:00","1440"
"3219","22:00:00","23:00:00","1800"
"3220","05:00:00","06:00:00","1800"
"3220","06:01:00","22:00:00","1440"
"3220","22:00:00","23:00:00","1800"
"3221","05:00:00","06:00:00","1800"
"3221","06:01:00","22:00:00","1440"
"3221","22:00:00","23:00:00","1800"
"3222","22:00:00","29:00:00","1200"
"3223","22:00:00","29:00:00","1200"
"3224","05:00:00","06:00:00","1800"
"3224","06:01:00","22:00:00","1440"
"3224","22:00:00","23:00:00","1800"
"3225","05:00:00","06:00:00","1800"
"3225","06:01:00","22:00:00","1440"
"3225","22:00:00","23:00:00","1800"
"3226","05:00:00","06:00:00","1800"
"3226","06:01:00","22:00:00","1440"
"3226","22:00:00","23:00:00","1800"
"3227","05:00:00","06:00:00","1800"
"3227","06:01:00","22:00:00","1440"
